station_cd,station_g_cd,station_name,line_cd
9931107,9931107,台場,99311
9931108,9931108,東京国際クルーズターミナル,99311
9931109,9931109,テレコムセンター,99311
9931110,9931110,青海,99311
9931111,9931111,東京ビッグサイト,99311
9931112,9931112,有明,99311
9931113,9931113,有明テニスの森,99311
9931114,9931114,市場前,99311
9931115,9931115,新豊洲,99311
9931116,2800622,豊洲,99311
9933401,2400208,多摩センター,99334
9933402,9933402,松が谷,99334
9933403,9933403,大塚・帝京大学,99334
9933404,9933404,中央大学・明星大学,99334
9933405,2400502,多摩動物公園,99334
9933406,9933406,程久保,99334
9933407,2400129,高幡不動,99334
9933408,9933408,万願寺,99334
9933409,9933409,甲州街道,99334
9933410,9933410,柴崎体育館,99334
9933411,9933411,立川南,99334
9933412,9933412,立川北,99334
9933413,9933413,高松,99334
9933414,9933414,立飛,99334
9933415,9933415,泉体育館,99334
9933416,9933416,砂川七番,99334
9933417,2200805,玉川上水,99334
9933418,9933418,桜街道,99334
9933419,9933419,上北台,99334
9933601,1130227,浜松町,99336
9933602,9933602,天王洲アイル,99336
9933603,9933603,大井競馬場前,99336
9933604,9933604,流通センター,99336
9933605,9933605,昭和島,99336
9933606,9933606,整備場,99336
9933607,2700205,天空橋,99336
9933608,9933608,新整備場,99336
9933609,2700206,羽田空港第1ターミナル,99336
9933610,2700206,羽田空港第2ターミナル,99336
9933611,2700207,羽田空港第3ターミナル,99336
9933701,1132605,新木場,99337
9933702,9933702,東雲,99337
9933703,9933703,国際展示場,99337
9933704,9933704,東京テレポート,99337
9933705,9933602,天王洲アイル,99337
9933706,9933706,品川シーサイド,99337
9933707,1133228,大井町,99337
9933708,1130201,大崎,99337
9934001,2300110,京成高砂,99340
9934002,9934002,新柴又,99340
9934201,1130218,日暮里,99342
9934202,1130217,西日暮里,99342
9934203,9934203,赤土小学校前,99342
9934204,9930509,熊野前,99342
9934205,9934205,足立小台,99342
9934206,9934206,扇大橋,99342
9934207,9934207,高野,99342
9934208,9934208,江北,99342
9934209,9934209,西新井大師西,99342
9934210,9934210,谷在家,99342
9934211,9934211,舎人公園,99342
9934212,9934212,舎人,99342
9934213,9934213,見沼代親水公園,99342
